icao_code,iata_code,latitude,longitude,elevation_ft,airport_name,airport_type,iso_country,iso_region,municipality,scheduled_service
AAXX,xxx,-67.5669411575,-68.1269931793,0.0,Rothera Point Airport,small_airport,AQ,AQ-U-A,Rothera Point,no
AGAF,AFT,-9.19138888889,160.948611111,23.0,Afutara Aerodrome,small_airport,SB,SB-ML,Bila,yes
AGAR,RNA,-9.86054358262,161.979546547,40.0,Ulawa Airport,small_airport,SB,SB-MK,Arona,no
AGAT,ATD,-8.873330000000001,161.011002,0.0,Uru Harbour Airport,small_airport,SB,SB-ML,Atoifi,yes
AGBA,VEV,-7.912779808044434,156.70599365234375,0.0,Barakoma Airport,small_airport,SB,SB-WE,Barakoma,no
AGBT,BPF,-8.56202777778,158.119305556,24.0,Batuna Aerodrome,small_airport,SB,SB-WE,Batuna Mission Station,no
AGEV,GEF,-7.5758299827575675,156.5970001220703,0.0,Geva Airport,small_airport,SB,SB-WE,Liangia,no
AGGA,AKS,-8.70257,160.682007,5.0,Gwaunaru'u Airport,small_airport,SB,SB-ML,Auki,yes
AGGB,BNY,-11.302222222200001,159.798333333,60.0,Bellona/Anua Airport,small_airport,SB,SB-RB,Anua,yes
AGGC,CHY,-6.711944,156.39611100000002,0.0,Choiseul Bay Airport,small_airport,SB,SB-CH,xxx,yes
AGGE,BAS,-6.9907449999999995,155.88665600000002,5.0,Ballalae Airport,small_airport,SB,SB-WE,Ballalae,yes
AGGF,FRE,-8.1075,159.576996,0.0,Fera/Maringe Airport,small_airport,SB,SB-IS,Fera Island,yes
AGGH,HIR,-9.427999999999999,160.054993,28.0,Honiara International Airport,large_airport,SB,SB-GU,Honiara,yes
AGGI,MBU,-9.7475004196167,159.83900451660156,0.0,Babanakira Airport,small_airport,SB,SB-GU,Mbambanakira,yes
AGGJ,AVU,-9.86833333333,160.410555556,25.0,Avu Avu Airport,small_airport,SB,SB-GU,xxx,no
AGGK,IRA,-10.4497003555,161.897994995,54.0,Ngorangora Airport,small_airport,SB,SB-MK,Kirakira,yes
AGGL,SCZ,-10.72029972076416,165.7949981689453,18.0,Santa Cruz/Graciosa Bay/Luova Airport,small_airport,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes
AGGM,MUA,-8.32797,157.263,10.0,Munda Airport,medium_airport,SB,SB-WE,Munda,yes
AGGN,GZO,-8.09778022766,156.863998413,13.0,Nusatupe Airport,small_airport,SB,SB-WE,Gizo,yes
AGGO,MNY,-7.416940212249756,155.56500244140625,0.0,Mono Airport,small_airport,SB,SB-WE,Stirling Island,yes
AGGP,PRS,-9.64167022705078,161.4250030517578,0.0,Parasi Airport,small_airport,SB,SB-ML,Parasi,no
AGGR,RNL,-11.533900260925293,160.06300354003906,0.0,Rennell/Tingoa Airport,small_airport,SB,SB-RB,Rennell Island,yes
AGGS,EGM,-8.578889846801758,157.87600708007812,0.0,Sege Airport,small_airport,SB,SB-WE,Sege,no
AGGT,NNB,-10.847994,162.45410800000002,3.0,Santa Ana Airport,small_airport,SB,SB-MK,Santa Ana Island,yes
AGGU,RUS,-9.86166954041,160.824996948,0.0,Marau Airport,small_airport,SB,SB-GU,Marau,yes
AGGV,VAO,-7.585559844970702,158.7310028076172,0.0,Suavanao Airport,small_airport,SB,SB-IS,Suavanao,yes
AGGY,XYA,-9.092816000000001,159.21841,60.0,Yandina Airport,small_airport,SB,SB-CE,Yandina,yes
AGKG,KGE,-7.3305,157.585,30.0,Kaghau Airport,small_airport,SB,SB-CH,Kagau Island,yes
AGKU,KUE,-8.0262,156.94783,32.0,Kukudu Airport,small_airport,SB,SB-WE,Kolombangara Island,no
AGKW,KWS,-8.360508,160.775127,52.0,Kwailabesi Airport,small_airport,SB,SB-ML,Kwailabesi,no
AGNA,NAZ,-10.6758,162.2049,60.0,Nana Airport,small_airport,SB,SB-MK,Star Harbor,no
AGOK,GTA,-8.738358,158.20283600000002,70.0,Gatokae Aerodrome,small_airport,SB,SB-WE,Gatokae,yes
AGRC,RIN,-8.12639045715332,157.14300537109375,0.0,Ringi Cove Airport,small_airport,SB,SB-WE,Ringi Cove,no
AGRM,RBV,-8.168060302734375,157.64300537109375,0.0,Ramata Airport,small_airport,SB,SB-WE,Ramata,yes
AGTI,TLG,-9.107999999999999,160.149166667,3.0,Tulaghi Heliport,heliport,SB,SB-CE,Tulaghi Island,no
AGVH,VIU,-8.5085,157.69,130.0,Viru Harbour Airstrip,small_airport,SB,SB-WE,Viru,no
ANYN,INU,-0.547458,166.919006,22.0,Nauru International Airport,medium_airport,NR,NR-14,Yaren District,yes
AQBC,xxx,-74.739373,164.03538999999998,672.0,Boulder Clay Runway,medium_airport,AQ,AQ-U-A,Zucchelli Station,no
ATUA,xxx,-3.386,141.5868,707.0,Utai Airstrip,small_airport,PG,PG-SAN,Utai,no
AYAA,AMF,-4.10111111111,141.67,145.0,Ama Airport,small_airport,PG,PG-ESW,xxx,no
AYAB,xxx,-5.72027777778,144.92111111100002,6568.0,Ambaluwa Airstrip,small_airport,PG,PG-EHG,Ambulua,no
AYAC,xxx,-3.94,141.83277777799998,160.0,Akwom Airstrip,small_airport,PG,PG-SAN,xxx,no
AYAD,xxx,-7.020833333330001,145.822222222,5400.0,Ande Airstrip,small_airport,PG,PG-EHG,Sindeni,no
AYAE,UAE,-6.234166666669999,144.664722222,4250.0,Mount Aue Airport,small_airport,PG,PG-JI,xxx,no
AYAF,AFR,-9.142222222220001,148.390833333,2500.0,Afore Airstrip,small_airport,PG,PG-NPP,xxx,no
AYAG,AUP,-9.930833,149.38566699999998,3200.0,Agaun Airport,small_airport,PG,PG-MBA,xxx,no
AYAH,xxx,-7.916666666669999,142.339166667,80.0,Ali Airstrip,small_airport,PG,PG-WPD,Ali,no
AYAI,ATP,-3.14361111111,142.346805556,10.0,Aitape Airport,small_airport,PG,PG-SAN,Aitape,yes
AYAJ,xxx,-5.96222222222,143.063888889,6600.0,Ambua Airstrip,small_airport,PG,PG-HE,Ambua Lodge - Tari,no
AYAK,AIH,-7.3427777777799985,141.2675,90.0,Aiambak Airport,small_airport,PG,PG-WPD,Aiambak,no
AYAL,xxx,-5.344377463640001,142.214241028,2750.0,Agali Airstrip,small_airport,PG,PG-SAN,xxx,no
AYAM,AMU,-3.5860000000000003,141.21433333299998,1307.0,Amanab Airport,small_airport,PG,PG-SAN,Amanab,no
AYAN,ADC,-7.13722222222,145.744722222,3600.0,Andakombe Airport,small_airport,PG,PG-EHG,Andekombe,no
AYAO,AIE,-5.145699978000001,144.7307003,350.0,Aiome Airport,small_airport,PG,PG-MPM,Aiome,no
AYAP,xxx,-6.5167589999999995,144.706808,3800.0,Appa Airstrip,small_airport,PG,PG-EHG,xxx,no
AYAQ,KPM,-5.381666666669999,143.924722222,5100.0,Kompiam Airport,small_airport,PG,PG-EPW,xxx,no
AYAR,xxx,-4.6,143.843472222,70.0,Anangalo Airstrip,small_airport,PG,PG-ESW,xxx,no
AYAS,xxx,-8.023333333330001,147.271666667,1800.0,Asama Airstrip,small_airport,PG,PG-NPP,xxx,no
AYAT,AUJ,-4.21566666667,142.823166667,50.0,Ambunti Airport,small_airport,PG,PG-ESW,Ambunti,no
AYAU,xxx,-5.4951,142.5137,4830.0,Arou Airstrip,small_airport,PG,PG-HE,Arou,no
AYAV,xxx,-3.7771769999999996,142.622672,622.0,Arkosame Airstrip,small_airport,PG,PG-SAN,xxx,no
AYAW,AWB,-8.00611019135,142.748352051,32.0,Awaba Airport,small_airport,PG,PG-WPD,Awaba,yes
AYAX,AEK,-7.350804855519999,146.19386673,4106.0,Aseki Airport,small_airport,PG,PG-MPL,Aseki,no
AYAY,AYU,-6.3380555555599996,145.904166667,5355.0,Aiyura Airport,small_airport,PG,PG-EHG,Aiyura Valley,no
AYAZ,xxx,-8.605,147.591944444,1170.0,Asimba Airstrip,small_airport,PG,PG-NPP,Asimba,no
AYBA,VMU,-7.49686002731,144.819900513,27.0,Baimuru Airport,medium_airport,PG,PG-GPK,Baimuru,yes
AYBB,xxx,-5.2685,142.097,5440.0,Bak Airstrip,small_airport,PG,PG-SAN,Bak,no
AYBC,BCP,-5.863611111110001,146.4925,6790.0,Bambu Airport,small_airport,PG,PG-MPM,Bambu,no
AYBD,BNM,-9.107777777779999,147.666722222,3700.0,Bodinumu Airport,small_airport,PG,PG-CPM,Bodinumu,no
AYBE,xxx,-9.617916666669998,148.74583333299998,530.0,Boure Airstrip,small_airport,PG,PG-NPP,Boure,no
AYBF,BMZ,-7.8485,143.2433,50.0,Bamu Airport,small_airport,PG,PG-WPD,Bamu,no
AYBG,BDZ,-6.34722222222,146.942222222,4400.0,Baindoung Airport,small_airport,PG,PG-MPL,xxx,no
AYBH,BSP,-8.858055555560002,141.259444444,30.0,Bensbach Airport,small_airport,PG,PG-WPD,Bensbach,no
AYBI,BWP,-3.0216666666700003,141.165277778,550.0,Bewani Airport,small_airport,PG,PG-SAN,Bewani,no
AYBJ,xxx,-5.364495,144.689805,3953.0,Bank Airstrip,small_airport,PG,PG-MPM,Bank,no
AYBK,BUA,-5.422319889068604,154.67300415039062,11.0,Buka Airport,medium_airport,PG,PG-NSB,Buka Island,yes
AYBL,BAA,-5.3305602073700005,151.007995605,51.0,Bialla Airport,small_airport,PG,PG-WBK,"Bialla, Matalilu, Ewase",no
AYBM,OPU,-8.050000190730001,142.932998657,51.0,Balimo Airport,medium_airport,PG,PG-WPD,Balimo,yes
AYBN,xxx,-6.8918,143.6818,215.0,Baina Airstrip,small_airport,PG,PG-GPK,Baina,no
AYBO,BMH,-6.3731666666699995,144.637,3300.0,Bomai Airport,small_airport,PG,PG-CPK,Bomai,no
AYBP,BPD,-7.743611111110001,147.020555556,2930.0,Bapi Airstrip,small_airport,PG,PG-MPL,Bapi,no
AYBQ,BPK,-5.526388888890001,141.74458333299998,1069.0,Biangabip Airport,small_airport,PG,PG-WPD,Biangabip,no
AYBR,BRP,-7.6693,146.7594,4900.0,Biaru Airport,small_airport,PG,PG-MPL,Biaru,no
AYBS,xxx,-5.3889,145.4472,980.0,Begesin Airstrip,small_airport,PG,PG-MPM,Begesin,no
AYBT,xxx,-6.5522,143.9441,4510.0,Batri Airstrip,small_airport,PG,PG-SHM,Batri,no
AYBU,BUL,-7.216286671410002,146.649541855,2240.0,Bulolo Airport,small_airport,PG,PG-MPL,Bulolo,no
AYBW,xxx,-2.618211,141.091971,58.0,Blackwara Airport,small_airport,PG,PG-SAN,xxx,no
AYBX,xxx,-7.3405,144.5477,74.0,Wowobo Airstrip,small_airport,PG,PG-GPK,Wowobo,no
AYBY,xxx,-6.8378,145.8732,6400.0,Wuyabo Airstrip,small_airport,PG,PG-EHG,Wuyabo,no
AYBZ,XBN,-9.6425,149.303888889,215.0,Biniguni Airport,small_airport,PG,PG-NPP,Biniguni,no
AYCB,CVB,-4.806620121,144.714996338,130.0,Chungribu Airport,small_airport,PG,PG-MPM,Chungribu,no
AYCG,CGC,-5.458965,148.432417,78.0,Cape Gloucester Airport,small_airport,PG,PG-WBK,Cape Gloucester,no
AYCH,CMU,-6.024290084838867,144.9709930419922,4974.0,Chimbu Airport,medium_airport,PG,PG-CPK,Kundiawa,yes
AYCS,SQT,-10.5627777778,150.690694444,10.0,China Strait Airstrip,small_airport,PG,PG-MBA,Samarai Island,no
AYDA,xxx,-5.753194444440001,141.993611111,460.0,Dahamo Airstrip,small_airport,PG,PG-WPD,Dahamo Village,no
AYDB,DBP,-6.308611111109999,141.905555556,360.0,Debepare Airport,small_airport,PG,PG-WPD,Debepare,no
AYDD,xxx,-6.6305,144.6383,3115.0,Dobu Airstrip,small_airport,PG,PG-CPK,Dobu,no
AYDE,DER,-6.14472222222,147.10722222200002,4850.0,Derim Airport,small_airport,PG,PG-MPL,Derim,no
AYDI,BNT,-5.7422222222200014,145.2275,4400.0,Bundi Airport,small_airport,PG,PG-MPM,Bundi,no
AYDK,MDM,-4.6204,143.4516,100.0,Munduku Airport,small_airport,PG,PG-ESW,Munduku,no
AYDL,KPF,-8.5336,142.5049,132.0,Kondobol Airport,small_airport,PG,PG-WPD,Kondobol,no
AYDM,xxx,-4.973205,141.908161,3890.0,Duranmin Airstrip,small_airport,PG,PG-SAN,Duranmin,no
AYDN,DNU,-6.1546,146.6772,5309.0,Dinangat Airport,small_airport,PG,PG-MPL,Dinangat,no
AYDO,DOI,-10.7009,150.7218,31.0,Doini Airport,small_airport,PG,PG-MBA,Castori Islets,no
AYDP,xxx,-5.3599,144.4462,1565.0,Tsendiap Airstrip,small_airport,PG,PG-JI,Tsendiap,no
AYDQ,xxx,-8.6298,142.2162,166.0,Dimisisi Airstrip,small_airport,PG,PG-WPD,Dimisisi,no
AYDR,DOO,-9.461855,147.920907,1767.0,Dorobisoro Airport,small_airport,PG,PG-CPM,Dorobisoro,no
AYDS,xxx,-5.1841349999999995,144.41196499999998,6300.0,Dusin Airport,small_airport,PG,PG-MPM,Dusin,no
AYDU,DAU,-9.086759567260001,143.207992554,20.0,Daru Airport,medium_airport,PG,PG-WPD,Daru,yes
AYDW,xxx,-8.3802,142.4475,25.0,Dewara Airstrip,small_airport,PG,PG-WPD,Dewara,no
AYDY,xxx,-7.0077,145.7965,5710.0,Sindeni Airstrip,small_airport,PG,PG-EHG,Sindeni,no
AYEA,KRU,-8.271612,147.071899,7360.0,Kerau Airport,small_airport,PG,PG-CPM,Gunim,no
AYEB,EMS,-9.447000000000001,148.7628,131.0,Embessa Airport,small_airport,PG,PG-NPP,Embessa,no
AYED,XYR,-3.883986,141.792234,190.0,Edwaki Airport,small_airport,PG,PG-SAN,Yellow River Mission,no
AYEE,EMI,-1.653949991,149.97576669999998,172.0,Emirau Airport,small_airport,PG,PG-NIK,Emirau Island,no
AYEF,EFG,-9.153805555560002,147.659805556,3900.0,Efogi Airport,small_airport,PG,PG-CPM,Efogi,no
AYEG,xxx,-6.4836,144.986,4224.0,Mengina Airstrip,small_airport,PG,PG-CPK,Mengina,no
AYEH,MHY,-8.71411111111,141.644444444,100.0,Morehead Airport,small_airport,PG,PG-WPD,Morehead,no
AYEI,xxx,-9.0794,147.602,2160.0,Milei Airstrip,small_airport,PG,PG-CPM,Milei,no
AYEK,xxx,-6.4744,141.019,54.0,Membok Airstrip,small_airport,PG,PG-WPD,Membok,no
AYEL,EPT,-5.0412,141.6779,4825.0,Eliptamin Airport,small_airport,PG,PG-SAN,Eliptamin,no
AYEM,xxx,-4.8141,143.9103,233.0,Eleme Airstrip,small_airport,PG,PG-ESW,Eleme,no
AYEN,EGA,-6.9179,146.1053,3715.0,Engati Airstrip,small_airport,PG,PG-MPL,Engati,no
AYEO,EMO,-9.1234,148.0415,2240.0,Emo River Airstrip,small_airport,PG,PG-NPP,Emo Mission,no
AYER,ERU,-8.2538,146.9747,6690.0,Erume Airport,small_airport,PG,PG-CPM,Erume,no
AYES,MFZ,-6.1364,149.1183,180.0,Meselia Airport,small_airport,PG,PG-WBK,Demgulu,no
AYET,BOT,-7.2372570000000005,141.1063222,80.0,Bosset Airport,small_airport,PG,PG-WPD,Bosset,yes
AYEU,xxx,-1.5601,149.6318,25.0,Eloaua Airstrip,small_airport,PG,PG-NIK,Eloaua Island,no
AYEV,ERE,-6.60646315446,143.900213242,3650.0,Erave Airport,small_airport,PG,PG-SHM,Erave,no
AYEW,SWE,-6.284180999999999,147.582371,5960.0,Siwea Airport,small_airport,PG,PG-MPL,Siwea,no
AYEY,xxx,-4.0621,142.6609,107.0,Mirsey Airstrip,small_airport,PG,PG-ESW,Mirsey,no
AYFA,FNE,-8.54927777778,147.08583333299998,4500.0,Fane Airport,small_airport,PG,PG-CPM,Fane Mission,no
AYFE,FRQ,-5.207999999999999,141.6988,4655.0,Feramin Airport,small_airport,PG,PG-SAN,Feramin,no
AYFI,FIN,-6.621750109,147.85405,60.0,Finschhafen Airport,small_airport,PG,PG-MPL,Buki,no
AYFK,xxx,-5.3283,144.8944,412.0,Foroko Airstrip,small_airport,PG,PG-MPM,Foroko,no
AYFO,xxx,-6.5096,143.0794,737.0,Fogomaiu Airstrip,small_airport,PG,PG-SHM,Fogomaiu,no
AYFR,FAQ,-4.610468,141.960138,217.0,Frieda River Airport,small_airport,PG,PG-ESW,Frieda River,no
AYFS,xxx,-3.1983,141.472,1219.0,Fas Airstrip,small_airport,PG,PG-SAN,Fugari,no
AYFU,FUM,-6.3933,142.4408,466.0,Fuma Airport,small_airport,PG,PG-WPD,Fuma,no
AYFW,xxx,-3.6005,141.7674,515.0,Kwieftim Airstrip,small_airport,PG,PG-SAN,Kwieftim,no
AYGA,GKA,-6.0816898345900015,145.391998291,5282.0,Goroka Airport,medium_airport,PG,PG-EHG,Goronka,yes
AYGB,xxx,-6.8782,143.7219,194.0,Gobe Airport,small_airport,PG,PG-SHM,Gobe,no
AYGC,GEW,-9.2263,148.4949,340.0,Gewoia Airport,small_airport,PG,PG-NPP,Gewoia,no
AYGD,xxx,-6.6482,145.4003,5096.0,Gimi Airstrip,small_airport,PG,PG-EHG,Amusa,no
AYGE,xxx,-4.1055,143.3056,74.0,Geigorobi Airstrip,small_airport,PG,PG-ESW,Geigorobi,no
AYGF,GUG,-8.1286,146.8722,6450.0,Guari Airport,small_airport,PG,PG-CPM,Guari,no
AYGG,GRL,-7.980713000000001,147.21346100000002,2539.0,Garasa Airport,small_airport,PG,PG-MPL,Au,no
AYGH,xxx,-5.6957,146.1116,3.0,Guhu Airstrip,small_airport,PG,PG-MPM,Guhu,no
AYGI,GAR,-7.875625027460001,147.141265869,2497.0,Garaina Airport,small_airport,PG,PG-MPL,Garaina,no
AYGJ,GAZ,-9.225918,152.944352,10.0,Guasopa Airport,small_airport,PG,PG-MBA,Woodlark (Muyua) Island,no
AYGL,GOE,-5.527716614,151.5733333,40.0,Gonaili Airport,small_airport,PG,PG-EBR,Gonaili,no
AYGM,xxx,-6.803088000000001,145.77586599999998,5370.0,Gema Airstrip,small_airport,PG,PG-EHG,Gema,no
AYGN,GUR,-10.311499595599999,150.333999634,88.0,Gurney Airport,medium_airport,PG,PG-MBA,Gurney,yes
AYGO,xxx,-4.9136,144.49,259.0,Gokto Airstrip,small_airport,PG,PG-MPM,Gokto,no
AYGP,GAP,-6.053196,145.959047,1504.0,Gusap Airport,small_airport,PG,PG-GPK,Gusap,no
AYGQ,xxx,-5.2589999999999995,142.233,6500.0,Gawa Airstrip,small_airport,PG,PG-SAN,Gawa,no
AYGR,PNP,-8.80453968048,148.309005737,311.0,Girua Airport,medium_airport,PG,PG-NPP,Popondetta,yes
AYGS,GBC,-6.1028,141.7393,157.0,Gasuke Airport,small_airport,PG,PG-WPD,Gasuke,no
AYGT,GMI,-6.27111005783,150.33099365200002,23.0,Gasmata Island Airport,small_airport,PG,PG-WBK,Gasmata Island,yes
AYGU,AKG,-3.560504,142.217307,937.0,Anguganak Airport,small_airport,PG,PG-SAN,Anguganak,no
AYGV,GVI,-3.90224289894,141.170516968,281.0,Green River Airport,small_airport,PG,PG-SAN,Green River,no
AYGW,xxx,-6.465838,145.083968,4800.0,Guwasa Airport,small_airport,PG,PG-EHG,Guwasa,no
AYGX,GOC,-9.0021,148.2364,2497.0,Gora Airstrip,small_airport,PG,PG-NPP,Gora,no
AYGY,xxx,-6.87,142.7537,303.0,Guavi Airstrip,small_airport,PG,PG-WPD,Guavi,no
AYGZ,xxx,-8.608765,141.919638,120.0,Gubam Airstrip,small_airport,PG,PG-WPD,Gubam,no
AYHA,xxx,-6.707421000000001,144.997398,2434.0,Haia Airport,small_airport,PG,PG-CPK,xxx,no
AYHB,HBD,-6.32,142.4893,993.0,Habi Airport,small_airport,PG,PG-WPD,Habi,no
AYHE,HNI,-7.4223,146.4276,3480.0,Heiweni Airport,small_airport,PG,PG-MPL,Heiweni,no
AYHF,HYF,-3.6983800000000002,143.057902,466.0,Hayfields Airport,small_airport,PG,PG-ESW,Bainyik,no
AYHG,HEO,-9.13658,147.598434,3217.0,Haelogo Airport,small_airport,PG,PG-CPM,Haelogo,no
AYHH,HNN,-16.2457,142.1771,452.0,Honinabi Airport,small_airport,PG,PG-WPD,Honinabi,no
AYHJ,xxx,-5.1914,142.9595,5000.0,Hewa Airstrip,small_airport,PG,PG-EPW,Hewa,no
AYHK,HKN,-5.462170124053955,150.40499877929688,66.0,Kimbe Airport,medium_airport,PG,PG-WBK,Hoskins,yes
AYHL,xxx,-6.6,142.3502,305.0,Hesalibi Airstrip,small_airport,PG,PG-WPD,Hesalibi,no
AYHN,xxx,-6.6671,146.0,6200.0,Habina Airstrip,small_airport,PG,PG-EHG,Habina,no
AYHO,HIT,-6.9406,143.059,180.0,Haivaro Airport,small_airport,PG,PG-GPK,Haivaro,no
AYHQ,xxx,-4.2994,142.2305,73.0,Hauna Airstrip,small_airport,PG,PG-ESW,Hauna,no
AYHT,xxx,-4.5845,141.5742,196.0,Hotmin Airstrip,small_airport,PG,PG-ESW,Hotmin Mission,no
AYHU,HWA,-7.392994,146.003487,4563.0,Hawabango Airport,small_airport,PG,PG-GPK,Hawabango,no
AYHW,xxx,-5.7219,141.3205,220.0,Haewenai Airstrip,small_airport,PG,PG-WPD,Haewenai,no
AYHX,xxx,-6.6229,145.1972,4695.0,Herowena Airstrip,small_airport,PG,PG-EHG,Herowana,no
AYHY,xxx,-6.2734,142.7061,2611.0,Huya Airstrip,small_airport,PG,PG-SHM,Huya,no
AYIA,IIS,-4.499720096590001,154.225997925,52.0,Nissan Island Airport,small_airport,PG,PG-NSB,Nissan Island,no
AYIB,xxx,-4.6828,141.0316,870.0,Ibil Airstrip,small_airport,PG,PG-SAN,Ibil,no
AYID,IDN,-6.22663,147.244,5788.0,Indagen Airport,small_airport,PG,PG-MPL,Indagen,no
AYIF,xxx,-3.2148,141.3642,1095.0,Kilifas Airstrip,small_airport,PG,PG-SAN,Kilifas,no
AYIH,IHU,-7.89756011963,145.395996094,70.0,Ihu Airport,small_airport,PG,PG-GPK,Ihu,yes
AYII,IMN,-6.7524,146.1072,3860.0,Imane Airport,small_airport,PG,PG-MPL,Imane,no
AYIK,ITK,-9.201527,148.264261,2563.0,Itokama Airport,small_airport,PG,PG-NPP,Itokama,no
AYIL,xxx,-5.66722222222,151.099444444,2600.0,Bili Airstrip,small_airport,PG,PG-WBK,Bili,no
AYIM,KGM,-5.671,141.03,349.0,Kungim Airport,small_airport,PG,PG-WPD,Kungim,no
AYIN,xxx,-4.9166,141.1548,5450.0,Busilmin Airstrip,small_airport,PG,PG-SAN,Busilmin,no
AYIO,IMD,-3.3280000000000003,141.1573,990.0,Imonda Airport,small_airport,PG,PG-SAN,Imonda,no
AYIP,xxx,-5.0333,143.87084,5190.0,Iropena Airstrip,small_airport,PG,PG-ESW,Iropena,no
AYIQ,KIE,-6.305416999999999,155.728139,20.0,Aropa Airport,small_airport,PG,PG-NSB,Kieta,yes
AYIR,xxx,-4.6316,142.8913,178.0,Inaru Airstrip,small_airport,PG,PG-ESW,Inaru,no
AYIS,xxx,-5.9781,146.61975,6955.0,Isan Airstrip,small_airport,PG,PG-MPL,Isan,no
AYIT,xxx,-4.2418,141.5234,242.0,Iteri Airstrip,small_airport,PG,PG-ESW,Iteri,no
AYIU,IAL,-6.2782,143.9944,6736.0,Ialibu Airport,small_airport,PG,PG-SHM,Ialibu,no
AYIW,WSA,-8.2836,142.8697,45.0,Wasua Airport,small_airport,PG,PG-WPD,Wasua,no
AYIX,WIU,-4.689522,149.440112,25.0,Witu Airport,small_airport,PG,PG-WBK,Garove Island,no
AYIY,MPX,-4.903055555560001,141.62083333299998,2500.0,Miyanmin Airport,small_airport,PG,PG-SAN,Miyanmin,no
AYJB,JAQ,-5.652500152590001,151.507003784,136.0,Jacquinot Bay Airport,small_airport,PG,PG-EBR,Jacquinot Bay,yes
AYJE,xxx,-5.237,144.6007,6100.0,Yomneri Airstrip,small_airport,PG,PG-MPM,Yomneri,no
AYJL,xxx,-5.423166666669999,145.010027778,485.0,Junkaral Airstrip,small_airport,PG,PG-MPM,Junkaral,no
AYJO,KGH,-8.5289,147.4603,6500.0,Yongai Airport,small_airport,PG,PG-CPM,Yongai,no
AYJS,JOP,-4.74708333333,145.007083333,250.0,Josephstaal Airport,small_airport,PG,PG-MPM,Josephstaal,no
AYKA,LSA,-8.505820274353027,151.08099365234375,27.0,Losuia Airport,small_airport,PG,PG-MBA,Losuia,yes
AYKB,KBM,-6.15547222222,147.19147222200002,4450.0,Kabwum,small_airport,PG,PG-MPL,xxx,no
AYKC,KDR,-6.19217,149.54783,280.0,Kandrian Airport,small_airport,PG,PG-WBK,Kandrian,yes
AYKD,KMF,-7.64925,145.956944444,2157.0,Kamina Airport,small_airport,PG,PG-GPK,Hoieti,no
AYKF,xxx,-6.586888888890001,143.515,1850.0,Kafa Airstrip,small_airport,PG,PG-SHM,Kafa,no
AYKG,KPA,-5.3883,142.4977,4445.0,Kopiago Airport,small_airport,PG,PG-HE,Kopiago,no
AYKH,KAQ,-8.150694444440001,146.834,5800.0,Kamulai Airport,small_airport,PG,PG-CPM,Kamulai Mission,no
AYKI,UNG,-6.1257100105285645,141.28199768066406,88.0,Kiunga Airport,small_airport,PG,PG-WPD,Kiunga,yes
AYKJ,KNE,-5.2903,144.7072,4064.0,Kanainj Airport,small_airport,PG,PG-MPM,Kanainj,no
AYKK,KRI,-7.424379825592041,144.2500762939453,50.0,Kikori Airport,small_airport,PG,PG-GPK,Kikori,yes
AYKL,xxx,-3.75,142.59,850.0,Kafle Airstrip,small_airport,PG,PG-SAN,Kafle,no
AYKM,KMA,-7.96361017227,145.770996094,10.0,Kerema Airport,medium_airport,PG,PG-GPK,Kerema,yes
AYKN,xxx,-8.6917,146.7566,200.0,Kubuna Airstrip,small_airport,PG,PG-CPM,Kubuna Mission,no
AYKO,KKD,-8.88467884064,147.730957031,1240.0,Kokoda Airport,small_airport,PG,PG-NPP,Kokoda,yes
AYKQ,KGW,-9.135916666670001,147.669444444,4200.0,Kagi Airport,small_airport,PG,PG-CPM,Kagi,no
AYKR,KRX,-4.5569999999999995,145.9404,130.0,Kar Kar Airport,small_airport,PG,PG-MPM,Kar Kar Island,no
AYKS,KUY,-7.4203470000000005,143.121811,97.0,Kamusi Airport,small_airport,PG,PG-WPD,Kamusi,yes
AYKT,KZF,-7.50025,146.033833333,2050.0,Kaintiba Airport,small_airport,PG,PG-GPK,Kaintiba,no
AYKU,KUQ,-7.135083,143.27611100000001,35.0,Kuri Airport,small_airport,PG,PG-GPK,Kuri,no
AYKV,KVG,-2.57940006256,150.807998657,7.0,Kavieng Airport,medium_airport,PG,PG-NIK,Kavieng,yes
AYKW,KWO,-7.977006912229999,142.823577881,72.0,Kawito Airport,small_airport,PG,PG-WPD,Kawito,no
AYKY,LNV,-3.04361009598,152.628997803,167.0,Londolovit Airport,small_airport,PG,PG-NIK,Londolovit,yes
AYKZ,xxx,-3.3687,143.5546,60.0,Kairiru Airstrip,small_airport,PG,PG-ESW,Kairiru Island,no
AYLB,LAB,-5.7204,148.0566,160.0,Lab Lab Airport,small_airport,PG,PG-MPL,Lab Lab Mission,no
AYLC,xxx,-6.7486,142.6037,585.0,Lake Campbell Airstrip,small_airport,PG,PG-WPD,Lake Campbell,no
AYLE,xxx,-5.2192,151.3938,1600.0,Lele Airstrip,small_airport,PG,PG-EBR,Leli,no
AYLF,xxx,-5.52777777778,144.065555556,4943.0,Lumusa Airstrip,small_airport,PG,PG-WHM,Lumusa,no
AYLG,KEG,-5.83277777778,145.097222222,8400.0,Keglsugl Airport,small_airport,PG,PG-CPK,Denglagu Mission,no
AYLH,xxx,-4.1305,142.2495,130.0,Klauhau Airstrip,small_airport,PG,PG-ESW,Klauhau,no
AYLI,KII,-9.006528,142.698056,54.0,Kibuli Airstrip,small_airport,PG,PG-GPK,Kibuli,no
